zipcode|total_pop|total_income|avg_income
10960|7730|922279|119311.6429495472
10962|2670|338505|126780.89887640448
10963|1240|86852|70041.93548387097
10964|740|197361|266704.054054054
10965|7880|853420|108302.0304568528
10968|1260|199887|158640.4761904762
10969|630|47920|76063.49206349207
10970|5380|465202|86468.77323420074
10973|1170|92704|79234.18803418803
10974|1570|149054|94938.85350318471
10975|160|10760|67250.0
10976|850|66759|78540.0
10977|24270|1466145|60409.7651421508
10980|7230|646667|89442.18533886582
10983|3020|345988|114565.56291390728
10984|1350|116756|86485.92592592593
10985|160|10381|64881.25
10986|980|95892|97848.97959183672
10987|1900|308184|162202.1052631579
10989|4940|488080|98801.61943319839
10990|9870|1047471|106126.74772036474
10992|4840|399317|82503.5123966942
10993|2630|127250|48384.03041825095
10994|3880|530754|136792.2680412371
10996|1200|93881|78234.16666666666
10998|1630|136258|83593.86503067485
11001|14080|1365557|96985.58238636365
11003|24230|1382727|57066.735451919114
11004|6830|497011|72768.81405563689
11005|1480|270591|182831.75675675675
11010|12900|1046621|81133.41085271319
11020|3090|623315|201720.06472491907
11021|9330|1853078|198615.0053590568
11023|4110|812501|197688.8077858881
11024|3200|1434238|448199.375
11030|8750|3546763|405344.34285714285
11040|21860|2402252|109892.5892040256
11050|15330|3381745|220596.54272667968
11096|3980|181596|45627.13567839196
11101|23190|2273198|98024.9245364381
11102|19580|1225616|62595.3013278856
11103|20950|1269650|60603.81861575179
11104|15300|1013072|66213.85620915033
11105|19710|1347282|68355.25114155251
11106|22260|1391829|62526.01078167116
11109|3530|700625|198477.3371104816
11201|34880|7714299|221166.8291284404
11203|37810|1679309|44414.41417614388
11204|33910|1935543|57078.8263049248
11205|19300|1529774|79262.90155440415
11206|38420|1771285|46103.20145757418
11207|44210|1650855|37341.21239538566
11208|44880|1586724|35354.8128342246
11209|34490|2811643|81520.52768918527
11210|29610|2348707|79321.41168524147
11211|31940|2684922|84061.42767689418
11212|38640|1344174|34787.11180124224
11213|30130|1378248|45743.378692333215
11214|41730|1930773|46268.22429906543
11215|33640|5454584|162145.77883472055
11216|29940|1830296|61132.130928523715
11217|21280|3143030|147698.77819548873
11218|33320|2212234|66393.5774309724
11219|34030|1635884|48071.81898325007
11220|54190|1748844|32272.448791289906
11221|41950|1958838|46694.58879618593
11222|23590|2098579|88960.53412462909
11223|33540|2556150|76211.98568872987
11224|20250|910704|44973.03703703704
11225|31290|1755176|56093.831895174175
11226|53290|2466184|46278.5513229499
11228|20180|1336182|66213.18136769078
11229|37650|2423575|64371.181938911024
11230|36570|2773769|75848.20891441072
11231|17480|2885921|165098.45537757437
11232|13030|618142|47439.907904835
11233|32940|1471332|44667.03096539162
11234|42920|3023834|70452.79589934762
11235|40280|2567055|63730.26315789473
11236|48540|2301827|47421.24021425628
11237|24290|1030147|42410.333470564015
11238|32190|3353662|104183.34886610748
11239|7640|322447|42205.10471204189
11354|32200|1299395|40353.88198757764
11355|52700|1610782|30565.123339658443
11356|12690|589237|46433.17572892041
11357|20400|1898492|93063.33333333331
11358|19720|1220462|61889.553752535496
11360|10210|1004624|98396.08227228207
11361|14080|1014165|72028.76420454546
11362|9010|774948|86009.76692563818
11363|3500|458581|131023.14285714284
11364|18210|1300224|71401.647446458
11365|21920|1279603|58376.049270072996
11366|6840|490003|71637.86549707601
11367|19160|1312965|68526.35699373695
11368|48750|1609584|33017.10769230769
11369|18090|732524|40493.311221669435
11370|13490|687350|50952.55744996294
11372|35250|1791324|50817.70212765957
11373|51510|1951391|37883.7313143079
11374|23480|1606102|68402.98126064736
11375|35890|3714463|103495.76483700196
11377|46020|2133352|46357.062146892655
11378|17950|1034753|57646.40668523677
11379|18080|1335108|73844.46902654867
11385|49780|2525905|50741.36199276818
11411|10870|604233|55587.212511499536
11412|19770|945365|47818.158826504805
11413|21840|1147871|52558.19597069597
11414|13490|1018439|75495.84877687175
11415|9690|706738|72934.77812177503
11416|12800|490762|38340.78125
11417|15220|724600|47608.4099868594
11418|18030|840143|46596.94952856351
11419|24330|924466|37996.95848746404
11420|23820|1069765|44910.36943744752
11421|20930|921337|44019.92355470616
11422|16680|876114|52524.820143884885
11423|15440|812347|52613.14766839377
11426|9400|626861|66687.34042553192
11427|11900|754242|63381.68067226891
11428|10120|515246|50913.63636363637
11429|13420|633574|47211.17734724292
11432|28240|1430777|50664.90793201133
11433|17010|673077|39569.4885361552
11434|33550|1548972|46169.0611028316
11435|26950|1225636|45478.144712430425
11436|9950|435964|43815.477386934675
11501|11100|1024612|92307.38738738738
11507|3870|528308|136513.6950904393
11509|1300|293362|225663.07692307688
11510|18470|1463746|79249.91878722253
11514|2550|236242|92643.92156862744
11516|3290|517908|157418.84498480245
11518|5780|705514|122061.24567474048
11520|24690|1354118|54844.7954637505
11530|14690|4564212|310701.97413206263
11542|13870|1216137|87681.11031002163
11545|6030|2288152|379461.35986733
11548|690|125254|181527.53623188403
11550|29430|1308715|44468.739381583415
11552|13210|1120027|84786.29825889476
11553|14820|682465|46050.26990553306
11554|19830|1748203|88159.505799294
11557|4090|883936|216121.27139364305
11558|4430|356650|80507.9006772009
11559|3850|1156620|300420.7792207792
11560|3390|1299186|383240.70796460175
11561|19540|2126990|108853.12180143296
11563|11750|1087297|92535.91489361702
11565|4750|544929|114721.8947368421
11566|18480|2454324|132809.74025974027
11568|1680|1128745|671872.0238095238
11570|14500|2364222|163049.7931034483
11572|16230|1649304|101620.70240295748
11575|9510|401617|42231.01997896951
11576|6360|2085660|327933.9622641509
11577|6000|1218852|203142.0
11579|2600|414263|159331.9230769231
11580|22720|1596769|70280.32570422535
11581|11130|1030283|92568.1042228212
11590|26230|1904218|72596.95005718643
11596|5520|746164|135174.63768115942
11598|5790|1303015|225045.76856649396
11691|23300|1033194|44343.09012875537
11692|9060|393888|43475.49668874172
11693|5850|319792|54665.29914529914
11694|8990|850523|94607.67519466073
11697|2360|253659|107482.62711864406
11701|15040|941669|62610.970744680846
11702|7860|921425|117229.6437659033
11703|9510|669660|70416.40378548896
11704|21270|1403722|65995.39257169723
11705|4180|489239|117042.82296650716
11706|33540|2048803|61085.360763267745
11709|3580|393634|109953.6312849162
11710|18150|1971058|108598.23691460057
11713|5520|393048|71204.34782608696
11714|12490|1043267|83528.18254603683
11715|2390|253457|106048.9539748954
11716|5600|469443|83829.10714285713
11717|32880|1323102|40240.32846715329
11718|1730|283662|163966.4739884393
11719|1610|176531|109646.58385093168
11720|14860|1133785|76297.77927321669
11721|3410|550971|161575.073313783
11722|19820|903924|45606.659939455094
11724|1660|581312|350187.9518072289
11725|14920|1698157|113817.49329758712
11726|11370|570205|50149.956024626204
11727|15200|1014515|66744.40789473684
11729|15310|1034775|67588.17766165905
11730|7730|788726|102034.41138421732
11731|15780|1645843|104299.30291508239
11732|1910|303914|159117.277486911
11733|8790|2471431|281163.93629124004
11735|17880|1575653|88123.76957494406
11738|8640|625932|72445.83333333333
11740|4830|595427|123276.81159420288
11741|14670|1207425|82305.72597137015
11742|6950|584092|84042.01438848922
11743|22540|3887816|172485.18189884647
11746|34670|3728345|107538.07326218631
11747|11330|2582382|227924.27184466016
11749|1860|117812|63339.78494623656
11751|7900|740086|93681.77215189872
11752|5420|402766|74311.0701107011
11753|6250|1463585|234173.6
11754|9790|952140|97256.38406537283
11755|6300|588943|93483.01587301587
11756|22970|1792178|78022.55115367871
11757|23950|1617464|67535.03131524008
11758|29450|3445028|116978.87945670629
11762|11890|1350393|113573.84356602185
11763|14980|1010927|67485.1134846462
11764|6370|738604|115950.39246467817
11765|350|319665|913328.5714285714
11766|6140|763967|124424.59283387622
11767|7380|771038|104476.69376693766
11768|11230|1812514|161399.28762243988
11769|5120|514504|100489.0625
11771|5230|1540294|294511.28107074567
11772|23020|1594177|69251.8245004344
11776|12500|904026|72322.08
11777|4850|819962|169064.3298969072
11778|6430|493025|76675.73872472784
11779|19750|1480245|74949.11392405063
11780|8090|1951007|241162.7935723115
11782|8210|882443|107483.922046285
11783|11400|1183702|103833.50877192982
11784|12670|816408|64436.306235201264
11786|3170|357580|112801.261829653
11787|17820|2179997|122334.28731762063
11788|8900|964661|108388.87640449438
11789|3810|285100|74829.39632545933
11790|6900|891752|129239.42028985509
11791|12110|2802399|231411.97357555735
11792|4400|468447|106465.22727272728
11793|16910|1808479|106947.30928444708
11795|13260|1397613|105400.67873303167
11796|1950|176324|90422.5641025641
11797|4900|1396441|284987.95918367343
11798|8820|409585|46438.208616780044
11801|22670|1595674|70387.03131892369
11803|14670|2281437|155517.17791411042
11804|2510|351203|139921.5139442231
11901|13480|753227|55877.37388724036
11933|3560|310067|87097.47191011235
11934|4150|379048|91336.86746987952
11935|1890|234671|124164.55026455026
11937|8940|1248671|139672.37136465323
11939|530|59143|111590.56603773584
11940|2810|298930|106380.78291814946
11941|1440|139017|96539.58333333331
11942|2620|280672|107126.7175572519
11944|2320|194346|83769.8275862069
11946|7670|558512|72817.73142112125
11948|660|68161|103274.24242424242
11949|7540|673678|89347.21485411139
11950|7930|413905|52194.829760403525
11951|6550|335899|51282.29007633588
11952|2630|283720|107878.32699619772
11953|6970|450901|64691.67862266857
11954|2670|249055|93279.02621722847
11955|1740|122252|70259.77011494253
11957|420|64751|154169.0476190476
11958|440|40926|93013.63636363635
11961|7220|502864|69648.75346260388
11963|4050|694323|171437.77777777775
11967|13150|786617|59818.783269961976
11968|5380|841743|156457.8066914498
11971|3040|311229|102377.96052631579
11976|1060|281727|265780.1886792453
11977|1390|172666|124220.14388489208
11978|1970|231906|117718.78172588832
11980|2600|208711|80273.46153846153
12007|100|6853|68530.0
12008|230|19320|84000.0
12009|3850|354609|92106.23376623377
12010|13530|708235|52345.528455284555
12015|1670|131427|78698.80239520958
12017|180|14614|81188.88888888889
12018|4000|318467|79616.75
12019|8070|748517|92753.0359355638
12020|17160|1278939|74530.24475524476
12022|420|23663|56340.47619047619
12023|980|64378|65691.83673469388
12025|2710|168579|62206.27306273063
12027|2100|184691|87948.09523809524
12028|580|32831|56605.1724137931
12029|530|56542|106683.01886792452
12032|490|28758|58689.79591836735
12033|4140|325360|78589.37198067634
12035|400|19723|49307.5
12037|1850|120784|65288.64864864865
12041|270|18195|67388.88888888889
12042|220|11476|52163.63636363637
12043|3240|182152|56219.753086419754
12046|350|22898|65422.85714285714
12047|11030|684666|62073.07343608341
12051|1820|108978|59878.02197802198
12052|780|50866|65212.820512820515
12053|2250|165300|73466.66666666666
12054|9030|944732|104621.48394241415
12056|1160|89519|77171.55172413794
12057|750|43269|57692.0
12058|690|40021|58001.44927536232
12059|810|56848|70182.71604938273
12060|660|66649|100983.33333333331
12061|5060|438557|86671.34387351778
12062|840|56844|67671.42857142857
12063|280|29085|103875.0
12064|210|8993|42823.80952380952
12065|22890|2000715|87405.6356487549
12066|970|60184|62045.36082474227
12067|790|63354|80194.93670886077
12068|1330|71820|54000.0
12070|680|47682|70120.58823529413
12071|140|6058|43271.428571428565
12072|1210|68157|56328.09917355372
12074|1560|106418|68216.66666666666
12075|1520|123521|81263.81578947368
12076|550|31978|58141.81818181818
12077|3370|348454|103398.81305637982
12078|9880|473314|47906.27530364373
12083|1880|120098|63881.914893617024
12084|2330|198349|85128.3261802575
12085|170|7382|43423.52941176471
12086|950|57265|60278.947368421046
12087|640|38134|59584.375
12090|2780|155201|55827.697841726615
12092|560|28862|51539.28571428571
12093|690|35067|50821.739130434784
12094|1160|70511|60785.34482758621
12095|5590|293092|52431.484794275486
12106|1340|112238|83759.70149253731
12108|230|12380|53826.086956521736
12110|10360|866467|83635.81081081081
12116|810|42101|51976.543209876545
12117|1540|84109|54616.23376623377
12118|8330|633006|75991.11644657863
12120|270|16846|62392.59259259259
12121|960|72235|75244.79166666666
12122|1920|102581|53427.604166666664
12123|2630|189635|72104.56273764257
12125|750|44058|58744.0
12130|520|28814|55411.53846153846
12131|100|5239|52390.0
12134|1800|111398|61887.777777777774
12136|410|48458|118190.24390243902
12137|870|55635|63948.27586206897
12138|1420|84085|59214.788732394365
12139|120|7891|65758.33333333333
12140|890|67682|76047.19101123595
12143|2490|145277|58344.176706827304
12144|10970|710443|64762.351868732905
12147|290|20085|69258.62068965517
12148|2480|290747|117236.69354838708
12149|1040|51922|49925.0
12150|450|26825|59611.11111111111
12151|500|39227|78454.0
12153|470|34965|74393.61702127659
12154|1470|100991|68701.36054421769
12155|780|36557|46867.94871794872
12156|450|33257|73904.44444444445
12157|1900|119573|62933.15789473684
12158|3230|246916|76444.58204334365
12159|4450|638859|143563.8202247191
12160|420|25756|61323.80952380952
12164|260|14966|57561.53846153846
12165|200|21857|109285.0
12166|650|32019|49260.0
12167|1060|53388|50366.03773584906
12168|880|54775|62244.31818181818
12169|190|11701|61584.21052631579
12170|2580|179071|69407.36434108527
12173|810|49429|61023.456790123455
12175|360|19995|55541.666666666664
12176|130|8202|63092.30769230769
12180|24000|1358130|56588.75
12182|7200|363271|50454.30555555556
12183|1370|59588|43494.890510948906
12184|3430|261025|76100.58309037902
12185|950|63153|66476.84210526316
12186|3420|344058|100601.75438596492
12187|370|20923|56548.64864864865
12188|5970|408942|68499.4974874372
12189|9420|539814|57305.09554140128
12190|340|18286|53782.35294117647
12192|730|41964|57484.93150684932
12193|1020|68890|67539.21568627452
12196|1580|127883|80938.60759493672
12197|980|53570|54663.26530612245
12198|4080|314324|77040.19607843137
12202|4290|132641|30918.648018648015
12203|13600|1042616|76662.94117647059
12204|3960|289282|73051.01010101009
12205|15010|912934|60821.71885409727
12206|7000|242414|34630.57142857143
12207|860|40409|46987.20930232559
12208|10150|642467|63297.24137931034
12209|5260|259399|49315.39923954373
12210|4790|208006|43425.05219206681
12211|6100|897586|147145.24590163934
12302|14380|1041634|72436.30041724618
12303|15160|1007583|66463.25857519789
12304|10390|477039|45913.28200192493
12305|2210|107157|48487.33031674208
12306|14150|840586|59405.37102473497
12307|2960|73333|24774.66216216216
12308|6320|277596|43923.417721518985
12309|15520|1594635|102747.10051546391
12401|16450|957139|58184.74164133739
12404|1690|127868|75661.53846153847
12405|320|16768|52400.0
12406|310|14966|48277.41935483871
12407|130|6456|49661.53846153846
12409|500|50034|100068.0
12410|150|11889|79260.0
12411|270|16394|60718.51851851852
12412|320|19951|62346.875
12413|1450|69723|48084.8275862069
12414|4770|257226|53925.78616352201
12418|250|15255|61020.0
12419|330|24633|74645.45454545454
12421|160|13847|86543.75
12422|140|7956|56828.571428571435
12423|500|25890|51780.0
12424|110|6357|57790.90909090909
12427|210|10013|47680.95238095238
12428|2660|127854|48065.41353383458
12430|450|24975|55500.0
12431|710|43961|61916.90140845071
12433|200|16474|82370.0
12434|320|13334|41668.75
12435|160|9813|61331.25
12439|200|11845|59225.0
12440|970|70025|72190.72164948453
12442|460|27328|59408.69565217391
12443|2030|175210|86310.3448275862
12444|140|10736|76685.71428571428
12446|2250|135755|60335.55555555556
12448|120|11913|99275.0
12449|1640|89951|54848.17073170732
12451|850|46633|54862.35294117647
12454|100|6181|61810.0
12455|750|40015|53353.33333333333
12456|410|19024|46400.0
12457|320|22228|69462.5
12458|1060|54690|51594.33962264151
12460|150|8140|54266.666666666664
12461|790|61905|78360.75949367088
12463|750|47991|63988.0
12464|450|27278|60617.777777777774
12465|100|4915|49150.0
12466|1550|99173|63982.58064516129
12468|510|24554|48145.098039215685
12469|320|18683|58384.375
12470|240|11497|47904.166666666664
12472|850|46230|54388.23529411765
12473|470|26734|56880.85106382978
12474|530|35519|67016.98113207547
12477|9000|556871|61874.55555555556
12480|280|14811|52896.428571428565
12481|680|52037|76525.0
12482|330|13218|40054.545454545456
12484|1440|135121|93834.02777777777
12485|500|26373|52746.0
12486|780|52346|67110.2564102564
12487|1500|105964|70642.66666666666
12491|1000|68569|68569.0
12492|100|8000|80000.0
12494|320|22753|71103.125
12495|140|12539|89564.28571428571
12496|690|46563|67482.60869565218
12498|2300|251320|109269.5652173913
12501|980|77190|78765.30612244898
12502|490|34361|70124.48979591837
12503|300|27057|90190.0
12508|8950|613417|68538.2122905028
12513|580|46466|80113.79310344828
12514|1400|141110|100792.85714285714
12515|850|47335|55688.23529411765
12516|760|48566|63902.63157894737
12517|200|15206|76030.0
12518|3090|279091|90320.71197411005
12520|1690|178597|105678.69822485208
12521|740|54932|74232.43243243243
12522|2250|139170|61853.33333333333
12523|920|54961|59740.217391304344
12524|8180|662506|80990.95354523227
12525|1790|147420|82357.54189944135
12526|1810|147597|81545.30386740332
12528|7030|491939|69977.09815078236
12529|1190|106471|89471.42857142858
12531|1610|152684|94834.78260869565
12533|13110|1321835|100826.46834477498
12534|7740|456439|58971.44702842377
12538|6790|467664|68875.40500736376
12540|3850|412141|107049.6103896104
12542|2970|219931|74050.84175084175
12543|1650|89392|54176.969696969696
12545|2200|344301|156500.45454545453
12546|1380|104934|76039.13043478261
12547|1570|116936|74481.52866242039
12548|790|51219|64834.17721518987
12549|5280|447168|84690.90909090909
12550|26240|1606298|61215.625
12553|13500|922938|68365.77777777778
12561|7340|634289|86415.39509536784
12563|3650|282996|77533.1506849315
12564|3600|328139|91149.72222222222
12565|740|36637|49509.45945945945
12566|5300|379206|71548.30188679245
12567|1250|103049|82439.2
12569|5150|447231|86840.9708737864
12570|3490|351802|100802.86532951288
12571|4660|406648|87263.51931330471
12572|4550|637467|140102.63736263735
12575|1190|109711|92194.11764705881
12577|1070|94575|88387.85046728973
12578|1140|108858|95489.47368421053
12580|1870|166112|88829.94652406417
12581|1040|88546|85140.38461538461
12582|2330|217946|93539.05579399139
12583|1060|76216|71901.88679245283
12585|440|40596|92263.63636363635
12586|6250|417686|66829.76
12589|7060|494937|70104.3909348442
12590|18890|1436975|76070.67231339333
12592|540|33546|62122.222222222226
12594|2000|132630|66315.0
12601|18470|977516|52924.52625879805
12603|21440|1696470|79126.39925373135
12701|4910|218507|44502.44399185336
12719|430|26401|61397.67441860465
12720|100|12850|128500.0
12721|3010|197159|65501.32890365449
12723|750|47634|63512.0
12725|130|8602|66169.23076923077
12726|450|29582|65737.77777777778
12729|810|45276|55896.2962962963
12732|380|27703|72902.63157894736
12733|250|10448|41792.0
12734|520|27262|52426.92307692308
12737|830|54572|65749.39759036145
12738|110|5454|49581.81818181818
12740|890|60687|68187.6404494382
12741|140|6730|48071.428571428565
12742|160|7194|44962.5
12743|150|9609|64060.0
12746|560|29622|52896.428571428565
12747|770|41481|53871.428571428565
12748|890|59692|67069.66292134832
12751|450|17518|38928.88888888889
12752|150|8930|59533.33333333333
12754|2890|139044|48112.1107266436
12758|1800|105093|58385.0
12759|690|25522|36988.40579710145
12760|190|11813|62173.68421052632
12762|250|13007|52028.0
12763|370|19476|52637.83783783784
12764|750|46876|62501.33333333333
12765|440|29581|67229.54545454546
12766|170|7638|44929.41176470588
12768|450|25239|56086.666666666664
12771|6310|351433|55694.6117274168
12775|1320|101957|77240.1515151515
12776|820|51364|62639.0243902439
12777|360|28466|79072.22222222222
12779|1030|52846|51306.79611650485
12780|1160|72472|62475.86206896552
12783|570|31954|56059.649122807015
12786|290|22955|79155.1724137931
12787|210|12040|57333.33333333333
12788|920|57834|62863.04347826087
12789|800|41894|52367.5
12790|2280|138986|60958.77192982456
12791|330|20296|61503.030303030304
12792|190|12310|64789.47368421053
12801|7580|379497|50065.56728232191
12803|4550|234628|51566.593406593405
12804|13940|1014024|72742.03730272595
12808|170|15001|88241.17647058822
12809|1610|90395|56145.96273291926
12810|310|14591|47067.74193548387
12814|880|66853|75969.31818181818
12815|490|31681|64655.10204081633
12816|2070|121213|58557.004830917875
12817|1180|71609|60685.593220338975
12819|150|6039|40260.0
12821|140|6679|47707.142857142855
12822|2880|147309|51148.95833333333
12823|150|9609|64060.0
12824|440|35035|79625.0
12827|1890|101880|53904.761904761916
12828|4720|244572|51816.10169491525
12831|8810|704777|79997.38933030647
12832|2780|139607|50218.34532374101
12833|2270|224155|98746.69603524228
12834|3240|200233|61800.3086419753
12835|1260|70488|55942.85714285714
12836|290|18220|62827.58620689655
12837|350|16763|47894.28571428571
12838|330|14624|44315.15151515152
12839|6430|293618|45663.76360808709
12842|590|30775|52161.016949152545
12843|260|14303|55011.53846153846
12844|130|16164|124338.46153846152
12845|2650|197239|74429.8113207547
12846|1590|87861|55258.49056603773
12847|350|21353|61008.571428571435
12849|280|15307|54667.85714285714
12850|1390|111590|80280.57553956834
12851|150|6452|43013.33333333333
12852|200|11257|56285.0
12853|640|30575|47773.4375
12855|110|5439|49445.45454545455
12857|260|13416|51600.0
12859|1000|61811|61811.0
12860|370|15330|41432.43243243243
12861|280|20530|73321.42857142858
12863|370|27209|73537.83783783783
12865|1650|90204|54669.090909090904
12866|20150|4856017|240993.3995037221
12870|810|46196|57032.09876543209
12871|1990|123334|61976.884422110554
12873|390|22747|58325.64102564103
12878|310|13991|45132.25806451613
12883|2260|115761|51221.6814159292
12885|2160|101051|46782.870370370365
12886|110|6439|58536.36363636364
12887|2150|105654|49141.395348837206
12901|14340|815882|56895.5369595537
12903|910|60974|67004.3956043956
12910|750|36656|48874.666666666664
12912|990|48411|48900.0
12913|550|29328|53323.63636363637
12914|340|14925|43897.058823529405
12916|950|43327|45607.36842105263
12917|600|28481|47468.33333333333
12918|1170|67232|57463.24786324785
12919|1600|83691|52306.875
12920|1050|57442|54706.666666666664
12921|1270|80886|63689.76377952756
12923|240|10741|44754.166666666664
12926|890|38358|43098.87640449438
12928|920|46835|50907.608695652176
12930|310|13834|44625.806451612894
12932|640|37893|59207.8125
12934|420|20552|48933.33333333333
12935|680|35249|51836.76470588235
12936|320|18986|59331.25
12937|590|25614|43413.55932203389
12941|660|38638|58542.42424242424
12942|320|32120|100375.0
12943|220|12784|58109.090909090904
12944|1860|91064|48959.13978494624
12945|330|19404|58800.0
12946|2780|199589|71794.60431654676
12950|400|17044|42610.0
12952|240|11414|47558.33333333333
12953|4760|248267|52156.93277310925
12955|170|7383|43429.41176470588
12956|530|24492|46211.32075471697
12957|690|29634|42947.82608695652
12958|870|45176|51926.4367816092
12959|610|29733|48742.62295081967
12960|520|27097|52109.61538461538
12961|110|5450|49545.45454545455
12962|2660|173293|65147.74436090226
12965|240|10701|44587.5
12966|1250|57717|46173.6
12967|460|21714|47204.34782608696
12969|170|9011|53005.882352941175
12970|170|8134|47847.058823529405
12972|3100|200626|64718.06451612903
12974|660|31372|47533.33333333333
12978|180|9170|50944.444444444445
12979|1210|68519|56627.27272727273
12980|560|25407|45369.642857142855
12981|1100|63522|57747.27272727273
12983|3550|227442|64068.1690140845
12985|470|22307|47461.70212765957
12986|2630|146885|55849.80988593156
12987|120|6287|52391.666666666664
12989|450|26981|59957.777777777774
12992|2380|124698|52394.11764705882
12993|770|45140|58623.37662337662
12996|930|52143|56067.74193548387
12997|620|33670|54306.45161290323
12998|220|8757|39804.545454545456
13021|18360|1067007|58115.84967320261
13026|590|40319|68337.28813559322
13027|17320|1347038|77773.55658198614
13028|590|31591|53544.067796610165
13029|3610|281962|78105.81717451524
13030|2010|132536|65938.30845771144
13031|8730|641344|73464.37571592211
13032|5950|325691|54737.98319327731
13033|1740|95159|54689.08045977012
13034|850|52089|61281.17647058824
13035|3830|454717|118725.06527415144
13036|4240|237460|56004.71698113208
13037|4460|292543|65592.60089686098
13039|9080|685635|75510.46255506609
13040|1180|57389|48634.74576271186
13041|5880|421597|71700.1700680272
13042|1030|54608|53017.47572815535
13044|1200|76593|63827.5
13045|11290|636297|56359.344552701514
13052|840|45643|54336.90476190476
13053|2120|132349|62428.77358490566
13054|710|37568|52912.67605633802
13057|7830|473041|60413.920817369086
13060|1380|81026|58714.49275362319
13061|480|36392|75816.66666666666
13063|870|64242|73841.37931034483
13066|6670|939444|140846.17691154423
13068|2580|154419|59852.32558139535
13069|10710|531662|49641.643323996264
13071|450|23438|52084.444444444445
13072|340|15650|46029.41176470588
13073|3000|168846|56282.0
13074|1840|92110|50059.78260869565
13076|1100|64348|58498.181818181816
13077|3300|193180|58539.393939393936
13078|4620|740315|160241.341991342
13080|1670|102083|61127.54491017964
13081|490|34735|70887.75510204081
13082|2330|131448|56415.450643776814
13083|790|42780|54151.898734177215
13084|2240|162740|72651.78571428571
13088|12060|705062|58462.85240464345
13090|15850|1043564|65840.0
13092|1140|60135|52750.0
13101|1210|58241|48133.057851239675
13103|150|5649|37660.0
13104|7750|1111712|143446.70967741936
13108|3110|246657|79310.93247588424
13110|1160|86482|74553.44827586209
13111|710|31951|45001.408450704235
13112|940|61716|65655.31914893616
13114|3010|175968|58461.12956810631
13116|1770|109479|61852.54237288136
13118|2400|131154|54647.5
13120|1070|50478|47175.70093457944
13122|510|33712|66101.96078431373
13126|14340|843347|58810.808926080885
13131|1770|91835|51884.18079096045
13132|1910|109083|57111.51832460733
13135|3050|179631|58895.40983606557
13136|200|8775|43875.0
13140|1930|93726|48562.69430051814
13141|330|16038|48600.0
13142|2830|159407|56327.56183745583
13143|1160|58490|50422.41379310345
13144|530|23308|43977.35849056604
13145|840|44587|53079.761904761916
13146|890|44072|49519.10112359551
13147|490|25970|53000.0
13148|5020|274536|54688.44621513944
13152|4120|615691|149439.56310679612
13155|270|13300|49259.259259259255
13156|860|49543|57608.13953488372
13158|620|30227|48753.225806451606
13159|2590|198215|76530.88803088803
13160|960|58876|61329.166666666664
13164|1260|98619|78269.04761904763
13165|5070|241799|47692.11045364892
13166|2600|143880|55338.46153846154
13167|1610|94192|58504.34782608696
13202|2160|105772|48968.51851851852
13203|6400|266474|41636.5625
13204|7920|275459|34780.17676767677
13205|7070|240847|34066.05374823197
13206|8320|351082|42197.355769230766
13207|6010|269934|44914.14309484193
13208|9390|309937|33007.13525026624
13209|6840|356251|52083.47953216374
13210|6310|291432|46185.736925515055
13211|3240|125204|38643.20987654321
13212|10720|568011|52986.100746268654
13214|3780|272622|72122.22222222222
13215|7230|649940|89894.88243430151
13219|8320|517398|62187.25961538462
13224|4140|338956|81873.42995169082
13302|670|28810|43000.0
13303|550|32908|59832.72727272727
13304|920|79864|86808.6956521739
13308|1530|77125|50408.49673202614
13309|2650|139790|52750.943396226416
13310|300|14619|48730.0
13314|190|8778|46200.0
13315|610|31280|51278.68852459016
13316|2850|144799|50806.666666666664
13317|1670|85448|51166.46706586826
13318|610|34624|56760.65573770492
13319|430|19385|45081.395348837206
13320|930|48170|51795.69892473119
13322|550|32563|59205.45454545455
13323|4900|384412|78451.42857142858
13324|910|46692|51309.89010989011
13325|420|19727|46969.04761904762
13326|2540|219025|86230.31496062993
13327|960|48243|50253.125
13328|530|34076|64294.33962264151
13329|1580|73823|46723.417721518985
13331|130|8457|65053.84615384616
13332|1090|54872|50341.28440366973
13334|570|28557|50100.0
13335|730|39982|54769.86301369863
13337|410|33551|81831.70731707317
13338|620|30008|48400.0
13339|2570|116014|45141.634241245134
13340|3770|204240|54175.066312997355
13343|770|42101|54676.62337662338
13346|1860|154964|83313.97849462365
13348|620|32213|51956.45161290323
13350|3960|192604|48637.37373737374
13354|1600|102321|63950.625
13355|380|19246|50647.36842105263
13357|4580|221539|48370.96069868996
13360|230|11993|52143.47826086957
13361|280|12350|44107.142857142855
13363|1070|62925|58808.411214953274
13365|3730|199322|53437.533512064336
13367|3610|198819|55074.51523545705
13368|520|24962|48003.84615384616
13402|660|32397|49086.36363636364
13403|2560|165927|64815.234375
13406|250|13148|52592.0
13407|2370|112522|47477.63713080169
13408|1120|58539|52266.96428571429
13409|1090|51696|47427.522935779816
13411|1390|62413|44901.438848920865
13413|7800|754039|96671.66666666666
13416|1000|58037|58037.0
13417|1700|83708|49240.0
13420|860|59035|68645.3488372093
13421|6200|340999|54999.83870967742
13424|1130|66878|59184.070796460175
13425|890|44280|49752.808988764045
13428|630|31477|49963.49206349206
13431|890|55445|62297.75280898877
13433|710|29215|41147.887323943665
13437|180|8369|46494.444444444445
13438|1630|96737|59347.8527607362
