zipcode|total_pop|total_income|avg_income
0|345220|25354974|73445.84323040381
99501|7690|612242|79615.344603381
99502|11860|1000685|84374.7892074199
99503|7510|462394|61570.43941411451
99504|19440|1176109|60499.4341563786
99505|2280|95855|42041.666666666664
99506|2950|123224|41770.84745762712
99507|18470|1505759|81524.58040064969
99508|15170|881183|58087.21160184575
99515|11140|1081486|97081.32854578097
99516|9780|1525045|155935.07157464212
99517|8060|670063|83134.36724565757
99518|5190|360329|69427.55298651253
99540|160|12179|76118.75
99556|1080|63140|58462.96296296296
99559|3090|190402|61618.77022653721
99567|4160|350830|84334.13461538461
99568|130|8460|65076.92307692308
99572|220|14656|66618.18181818181
99573|440|22863|51961.36363636364
99577|12770|1201986|94125.7635082224
99586|230|11199|48691.30434782609
99588|660|40654|61596.969696969696
99603|5550|391997|70630.09009009009
99610|1080|76005|70375.0
99611|6450|454648|70488.06201550388
99615|6250|400538|64086.08
99631|140|9912|70800.0
99639|610|37053|60742.62295081967
99645|13180|993654|75391.04704097117
99654|15060|1106246|73455.9096945551
99664|2260|146233|64704.86725663717
99669|7680|612402|79739.84375
99672|1630|118334|72597.54601226996
99674|690|39601|57392.75362318841
99676|960|55877|58205.20833333333
99686|2000|170342|85171.0
99688|1320|78000|59090.90909090909
99701|8110|471980|58197.28729963009
99702|1290|57606|44655.81395348837
99703|3320|132232|39828.9156626506
99705|9040|629505|69635.50884955752
99709|10920|849069|77753.57142857143
99712|4420|367212|83079.63800904977
99714|450|30629|68064.44444444445
99737|1840|122002|66305.4347826087
99743|600|45476|75793.33333333333
99760|320|20087|62771.875
99780|800|42210|52762.5
99801|12210|934332|76521.86732186732
99824|1130|90831|80381.41592920353
99827|1270|88825|69940.94488188977
99833|1700|114471|67335.88235294117
99835|4470|316394|70781.65548098434
99901|6280|437711|69699.20382165605
99999|69840|4502817|64473.32474226804
0|2036290|125478058|61620.917452818605
35004|5200|302269|58128.65384615385
35005|3190|130555|40926.332288401245
35006|1240|65411|52750.806451612894
35007|12050|743431|61695.51867219917
35010|7840|410413|52348.59693877551
35014|1600|79981|49988.125
35016|7210|385033|53402.63522884881
35019|890|44467|49962.92134831461
35020|8950|254213|28403.687150837988
35022|10170|597418|58743.16617502458
35023|10120|500960|49501.97628458498
35031|2960|132958|44918.24324324324
35033|1370|78406|57230.65693430657
35034|1310|53827|41089.31297709924
35035|570|50773|89075.43859649124
35040|7880|451614|57311.42131979696
35042|2240|109244|48769.642857142855
35043|5610|496527|88507.48663101603
35044|3110|139751|44936.01286173634
35045|5570|279193|50124.41651705566
35046|2320|144501|62284.91379310345
35049|1570|84597|53883.43949044585
35051|3420|226050|66096.49122807018
35053|1100|80598|73270.90909090909
35054|1780|132480|74426.96629213484
35055|8060|452074|56088.58560794045
35057|5330|312812|58688.93058161351
35058|4230|235723|55726.47754137116
35061|620|22649|36530.64516129032
35062|3220|190921|59292.23602484472
35063|1220|55770|45713.11475409836
35064|4060|144789|35662.31527093596
35068|3840|198913|51800.260416666664
35071|7600|502675|66141.44736842105
35072|1790|71828|40127.374301675976
35073|940|36515|38845.74468085106
35077|5300|237000|44716.981132075474
35078|940|56495|60101.063829787236
35079|3570|198085|55485.9943977591
35080|8270|625720|75661.42684401451
35083|1170|57315|48987.179487179485
35085|3400|162834|47892.35294117647
35087|830|35784|43113.25301204819
35089|740|26192|35394.59459459459
35091|1330|95978|72163.90977443609
35094|6330|385992|60978.1990521327
35096|3450|187502|54348.40579710145
35097|760|37403|49214.47368421053
35098|560|25480|45500.0
35111|7290|481018|65983.26474622771
35114|3160|216757|68593.98734177215
35115|5350|254473|47565.04672897196
35116|2040|136083|66707.35294117648
35117|2710|180055|66440.9594095941
35118|1320|65205|49397.72727272727
35120|6370|364187|57172.21350078493
35121|5880|322724|54885.03401360544
35124|11830|1004652|84924.09129332207
35125|4460|205579|46093.94618834081
35126|9540|510996|53563.522012578615
35127|4350|227002|52184.36781609195
35128|4360|285361|65449.77064220184
35130|1250|57256|45804.8
35131|1570|68566|43672.611464968155
35133|1680|85740|51035.71428571429
35135|810|47029|58060.4938271605
35136|660|33733|51110.606060606064
35143|1240|72578|58530.64516129032
35146|4620|322554|69816.88311688312
35147|2330|178979|76815.02145922746
35148|1080|48376|44792.59259259259
35150|7000|310258|44322.571428571435
35151|2940|153808|52315.6462585034
35160|9610|410515|42717.48178980229
35171|1340|74603|55673.880597014926
35172|1140|50985|44723.68421052632
35173|13140|1206986|91855.85996955859
35175|2090|124230|59440.19138755981
35176|330|15120|45818.181818181816
35178|1450|74912|51663.44827586207
35179|3890|209089|53750.385604113115
35180|5750|346335|60232.17391304348
35183|290|13979|48203.44827586207
35184|2090|99151|47440.669856459324
35186|2060|151824|73700.9708737864
35188|1140|64947|56971.052631578954
35203|1440|190356|132191.66666666666
35204|3370|92991|27593.768545994066
35205|7590|493898|65072.20026350461
35206|6400|206374|32245.9375
35207|3110|83836|26956.913183279743
35208|5500|160164|29120.727272727276
35209|11970|1401725|117103.1746031746
35210|6670|443870|66547.2263868066
35211|9960|321884|32317.670682730924
35212|4450|173159|38912.13483146067
35213|7160|1779399|248519.4134078212
35214|8140|312923|38442.62899262899
35215|19620|680951|34706.98267074414
35216|16190|1536708|94917.1093267449
35217|4900|175230|35761.22448979592
35218|2430|63675|26203.703703703704
35221|1700|48994|28820.0
35222|4050|415884|102687.4074074074
35223|5560|2070274|372351.43884892086
35224|2130|66815|31368.544600938967
35226|16940|1787410|105514.16765053128
35228|4130|125234|30323.002421307505
35233|940|78684|83706.3829787234
35234|1760|47103|26763.068181818184
35235|9260|402570|43474.082073434125
35242|25910|3749843|144725.70436125048
35243|10280|1515130|147386.186770428
35244|16680|1718822|103046.8824940048
35401|9970|356339|35741.12337011033
35404|8040|338594|42113.6815920398
35405|18530|928260|50094.98111171074
35406|6970|1011606|145137.1592539455
35441|440|20224|45963.63636363637
35442|1800|66328|36848.88888888889
35443|690|21904|31744.927536231884
35444|1550|82241|53058.70967741936
35446|840|41646|49578.571428571435
35447|1230|51644|41986.9918699187
35452|1610|89717|55724.8447204969
35453|4740|239852|50601.68776371308
35456|1820|85257|46844.505494505494
35458|230|11555|50239.13043478261
35459|320|12316|38487.5
35460|210|6317|30080.95238095238
35461|670|32427|48398.50746268657
35462|1820|63059|34647.8021978022
35463|780|41720|53487.179487179485
35464|180|4685|26027.777777777777
35466|2230|119702|53678.0269058296
35469|120|5037|41975.0
35470|1860|81738|43945.161290322576
35473|7250|447488|61722.48275862069
35474|2880|148299|51492.70833333333
35475|7060|583872|82701.4164305949
35476|3410|150479|44128.739002932554
35480|680|39584|58211.76470588235
35481|1300|53448|41113.84615384616
35490|1820|107652|59149.45054945055
35501|3620|163353|45125.13812154696
35503|3330|171923|51628.52852852853
35504|5260|342415|65097.90874524714
35540|900|43573|48414.444444444445
35541|1320|85811|65008.33333333333
35542|430|19880|46232.55813953488
35543|350|15209|43454.28571428571
35544|220|9821|44640.90909090909
35546|1500|73232|48821.33333333333
35548|560|21280|38000.0
35549|1360|56305|41400.73529411765
35550|1850|88217|47684.864864864874
35552|370|27569|74510.81081081081
35553|1680|83468|49683.33333333333
35554|420|20929|49830.95238095238
35555|3640|166249|45672.8021978022
35563|1540|72857|47309.740259740254
35564|790|33424|42308.86075949367
35565|4670|213916|45806.423982869375
35570|3930|174684|44448.85496183206
35571|320|14482|45256.25
35572|400|23590|58975.0
35574|560|27230|48625.0
35575|370|16286|44016.21621621621
35576|1180|58018|49167.79661016949
35578|1840|82002|44566.30434782609
35579|1180|53659|45473.72881355932
35580|1460|69727|47758.21917808219
35581|1890|78605|41589.94708994709
35582|1620|88251|54475.92592592593
35585|600|27400|45666.666666666664
35586|1560|69321|44436.53846153846
35587|310|16054|51787.096774193546
35592|1670|77418|46358.08383233533
35593|670|30084|44901.49253731343
35594|2880|150392|52219.444444444445
35601|13500|659712|48867.55555555556
35603|14270|977588|68506.51716888578
35610|740|36822|49759.45945945945
35611|10330|514537|49809.97095837367
35613|9780|815009|83334.2535787321
35614|3050|144951|47524.91803278689
35616|1400|67057|47897.85714285714
35618|750|29159|38878.666666666664
35619|2060|110141|53466.504854368926
35620|3760|200083|53213.563829787236
35621|1200|60715|50595.83333333333
35622|2760|126578|45861.59420289855
35630|12550|574613|45785.896414342635
35633|8540|477118|55868.61826697892
35634|4560|359335|78801.5350877193
35640|10810|656758|60754.67160037003
35643|1270|55880|44000.0
35645|5800|391900|67568.96551724138
35646|1790|84806|47377.65363128492
35647|440|23179|52679.545454545456
35648|1570|80219|51094.90445859873
35650|5450|274852|50431.55963302752
35651|410|19763|48202.43902439024
35652|3470|204063|58807.78097982709
35653|4410|200184|45393.19727891157
35654|3000|130806|43602.0
35660|3740|152278|40716.042780748656
35661|7940|504595|63551.00755667505
35670|3190|175126|54898.43260188088
35671|920|50040|54391.30434782609
35672|2400|122267|50944.58333333333
35673|3410|182574|53540.76246334311
35674|8030|432706|53886.17683686177
35677|710|30781|43353.52112676056
35739|2200|116838|53108.181818181816
35740|1260|58690|46579.36507936508
35741|1540|169311|109942.2077922078
35744|940|40313|42886.17021276596
35746|350|14961|42745.71428571429
35747|2480|148263|59783.467741935485
35748|3360|299654|89182.73809523809
35749|12080|857591|70992.63245033113
35750|6030|325147|53921.55887230513
35752|810|39590|48876.543209876545
35754|2260|127889|56588.05309734513
35755|290|16978|58544.8275862069
35756|9130|823429|90189.3756845564
35757|7770|601809|77452.89575289574
35758|21560|2066909|95867.76437847866
35759|4440|316300|71238.73873873874
35760|2110|112390|53265.40284360189
35761|5350|357408|66805.2336448598
35763|9020|1029314|114114.63414634146
35764|240|9241|38504.166666666664
35765|1450|62747|43273.79310344828
35768|4580|223423|48782.31441048034
35769|4170|316625|75929.25659472423
35771|1380|63098|45723.188405797104
35772|1800|80085|44491.666666666664
35773|5690|319237|56104.92091388401
35775|340|13624|40070.58823529412
35776|1440|64404|44725.0
35801|10480|1320028|125956.87022900765
35802|11470|1099678|95874.28073234524
35803|13730|1108672|80748.14275309541
35805|7820|218090|27888.74680306905
35806|12190|919055|75394.17555373258
35808|430|41463|96425.58139534883
35810|13430|472617|35191.13924050633
35811|12780|824683|64529.186228482
35816|5630|174997|31082.948490230905
35824|4600|389956|84773.04347826086
35901|7320|460470|62905.73770491803
35903|7160|294669|41154.88826815642
35904|5250|213710|40706.666666666664
35905|2690|139707|51935.687732342005
35906|4440|244166|54992.34234234234
35907|4010|271035|67589.77556109725
35950|8600|360905|41965.69767441861
35951|5010|212481|42411.37724550898
35952|2710|120138|44331.365313653136
35953|3040|161133|53004.27631578947
35954|4580|183734|40116.59388646288
35956|3510|160743|45795.72649572649
35957|6260|271639|43392.81150159744
35958|1160|56174|48425.86206896552
35959|1820|87085|47848.90109890109
35960|3770|194749|51657.55968169761
35961|2210|83707|37876.470588235294
35962|2620|111156|42425.95419847328
35963|620|23690|38209.67741935484
35966|1310|59017|45051.14503816794
35967|6300|301529|47861.746031746035
35968|2230|119074|53396.41255605381
35971|1780|80617|45290.449438202246
35972|500|24071|48142.0
35973|1000|43228|43228.0
35974|710|28786|40543.66197183098
35975|350|17040|48685.71428571429
35976|7080|482190|68105.93220338984
35978|2020|107655|53294.55445544554
35979|530|21533|40628.30188679245
35980|1820|74775|41085.16483516484
35981|740|33631|45447.29729729729
35983|1430|67298|47061.53846153846
35984|780|41365|53032.05128205128
35986|3250|158378|48731.69230769231
35987|980|46941|47898.97959183674
35988|690|28756|41675.362318840576
35989|1290|66391|51465.891472868214
36003|760|36905|48559.21052631579
36005|670|30455|45455.22388059702
36006|540|27131|50242.59259259259
36009|1030|51791|50282.52427184465
36010|2000|77662|38831.0
36013|190|19788|104147.36842105264
36016|1230|48378|39331.70731707317
36017|490|16488|33648.97959183673
36020|530|23249|43866.03773584906
36022|5950|383274|64415.798319327725
36024|2660|162794|61200.751879699244
36025|1650|80660|48884.84848484849
36026|450|33700|74888.88888888889
36027|5860|273630|46694.53924914676
36028|690|29257|42401.44927536232
36029|400|23172|57930.0
36030|200|7627|38135.0
36032|1020|36537|35820.58823529412
36033|1490|61036|40963.758389261755
36034|310|13383|43170.967741935485
36035|810|36815|45450.61728395062
36036|770|33656|43709.090909090904
36037|5350|244066|45619.81308411215
36039|110|3259|29627.272727272728
36040|1440|46353|32189.583333333332
36041|560|24209|43230.35714285714
36042|550|25344|46080.0
36043|1590|92320|58062.89308176101
36046|540|26062|48262.96296296296
36047|560|22069|39408.928571428565
36048|500|17566|35132.0
36049|2230|103802|46547.98206278026
36051|920|43926|47745.65217391304
36052|380|33396|87884.21052631579
36053|750|25749|34332.0
36054|6600|350285|53073.48484848485
36064|5240|546380|104270.9923664122
36066|9100|565843|62180.54945054945
36067|11060|626626|56656.962025316454
36069|760|37806|49744.73684210527
36071|330|11711|35487.87878787879
36075|790|34841|44102.531645569616
36078|5510|286821|52054.6279491833
36079|3710|191115|51513.47708894879
36080|1040|69625|66947.11538461539
36081|5690|307994|54128.99824253076
36083|3220|110726|34386.95652173913
36088|970|28955|29850.515463917527
36089|2940|97979|33326.19047619048
36091|1450|69706|48073.103448275855
36092|8790|452801|51513.196814562
36093|5200|408396|78537.69230769233
36104|2570|110398|42956.42023346304
36105|4180|144022|34455.02392344498
36106|6430|506436|78761.43079315707
36107|2840|89242|31423.23943661972
36108|7050|205968|29215.319148936167
36109|11060|553570|50051.537070524406
36110|4440|125403|28243.91891891892
36111|5640|407563|72262.94326241135
36113|330|22683|68736.36363636365
36115|260|13322|51238.46153846154
36116|18030|779788|43249.47310038824
36117|22550|1696025|75211.75166297116
36201|6240|199806|32020.19230769231
36203|8400|446148|53112.85714285714
36205|340|17521|51532.35294117647
36206|4510|187068|41478.49223946785
36207|8300|534270|64369.87951807229
36250|2100|113320|53961.90476190476
36251|2030|93749|46181.773399014775
36255|380|32446|85384.21052631579
36256|600|27455|45758.33333333333
36258|660|30751|46592.42424242424
36260|1630|71644|43953.37423312883
36262|530|22893|43194.33962264151
36263|220|10926|49663.63636363637
36264|3400|176324|51860.0
36265|7620|385187|50549.4750656168
36266|2250|101276|45011.55555555556
36268|2300|104112|45266.086956521736
36269|470|20672|43982.97872340425
36271|2460|124607|50653.25203252033
36272|4700|207952|44245.10638297872
36273|1050|57421|54686.666666666664
36274|4250|169482|39878.11764705882
36276|880|40228|45713.63636363637
36277|2330|109426|46963.94849785408
36278|1900|117615|61902.63157894737
36279|1060|49741|46925.47169811321
36280|1490|71106|47722.147651006715
36301|15550|750238|48246.81672025724
36303|12590|768458|61037.17235901509
36305|6990|616712|88227.7539341917
36310|2410|116486|48334.439834024895
36311|1060|52366|49401.88679245283
36312|2480|127076|51240.32258064516
36314|240|10610|44208.33333333333
36316|750|40203|53604.0
36317|170|6855|40323.52941176471
36318|480|24826|51720.83333333333
36319|880|46216|52518.181818181816
36320|1360|56416|41482.35294117647
36321|780|34868|44702.564102564094
36322|3410|149816|43934.31085043988
36323|2950|134898|45728.13559322034
36330|15320|918123|59929.69973890339
36340|1990|88931|44688.944723618086
36343|580|22009|37946.55172413793
36344|2130|99832|46869.48356807512
36345|3570|212042|59395.51820728291
36346|580|27891|48087.93103448276
36350|3090|166938|54025.2427184466
36351|1490|85397|57313.42281879194
36352|2150|129083|60038.604651162794
36353|840|38391|45703.571428571435
36360|7810|375968|48139.3085787452
36362|1400|74744|53388.571428571435
36370|350|15866|45331.428571428565
36373|210|7424|35352.380952380954
36374|490|25517|52075.510204081635
36375|2870|128873|44903.48432055749
36376|870|37311|42886.206896551725
36401|2750|111387|40504.36363636364
36420|4390|239250|54498.86104783599
36421|3570|221773|62121.28851540616
36425|330|10548|31963.636363636364
36426|5590|262530|46964.221824686945
36432|910|34866|38314.28571428571
36435|190|5417|28510.526315789477
36436|180|7621|42338.88888888889
36441|1470|69614|47356.462585034016
36442|1140|47597|41751.75438596491
36444|220|8106|36845.45454545455
36445|1550|64807|41810.967741935485
36451|1820|96761|53165.38461538462
36453|870|43697|50226.4367816092
36456|650|30108|46320.0
36460|3350|176230|52605.97014925373
36467|3690|166439|45105.42005420054
36471|360|12765|35458.33333333333
36474|1100|53224|48385.45454545455
36475|710|31875|44894.366197183095
36477|1710|75916|44395.321637426896
36480|680|34066|50097.058823529405
36481|100|3108|31080.0
36482|350|12143|34694.28571428572
36483|170|6716|39505.882352941175
36502|6060|259288|42786.79867986799
36505|620|34490|55629.03225806452
36507|8040|411709|51207.58706467661
36509|750|28131|37508.0
36511|370|14551|39327.027027027034
36518|1010|65631|64981.18811881188
36521|1990|107922|54232.160804020095
36522|2720|129102|47463.970588235294
36523|990|48493|48982.82828282828
36524|410|17199|41948.78048780488
36525|810|44403|54818.51851851852
36526|15800|1209247|76534.62025316454
36527|7200|739518|102710.83333333331
36528|830|69665|83933.73493975903
36529|230|11553|50230.434782608696
36530|3390|211634|62428.90855457227
36532|14800|1416766|95727.43243243246
36535|14000|673450|48103.571428571435
36538|150|5426|36173.33333333333
36539|280|14750|52678.571428571435
36540|370|12765|34500.0
36541|5790|305289|52726.943005181354
36542|6970|451137|64725.53802008608
36544|4400|188446|42828.63636363637
36545|3520|183351|52088.35227272727
36548|480|27217|56702.08333333333
36549|2400|138457|57690.416666666664
36551|4070|218353|53649.38574938575
36553|1250|55120|44096.0
36555|600|52828|88046.66666666666
36558|1280|70924|55409.375
36560|1240|45058|36337.096774193546
36561|4160|402629|96785.81730769233
36562|730|33299|45615.06849315069
36567|5880|285120|48489.79591836735
36569|310|17037|54958.06451612903
36571|7160|438414|61231.005586592175
36572|2960|187881|63473.310810810806
36574|560|31770|56732.142857142855
36575|8660|458579|52953.69515011547
36576|2130|113199|53145.07042253521
36578|870|53033|60957.471264367814
36579|690|39293|56946.3768115942
36580|2720|127670|46937.5
36582|9900|532044|53741.81818181818
36583|250|14112|56448.0
36584|260|13904|53476.92307692308
36585|370|18461|49894.5945945946
36587|4070|202220|49685.50368550369
36602|440|37356|84900.0
36603|2390|65421|27372.803347280333
36604|3780|235692|62352.380952380954
36605|10380|363105|34981.21387283237
36606|8030|371080|46211.70610211706
36607|2500|157305|62922.0
36608|15650|1313695|83942.17252396166
36609|10280|504539|49079.66926070039
36610|3810|87169|22879.00262467192
36611|2450|79025|32255.102040816328
36612|1540|38415|24944.805194805194
36613|4680|178405|38120.72649572649
36617|4970|150741|30330.181086519115
36618|7560|309460|40933.86243386243
36619|6330|374050|59091.62717219589
36693|8600|532237|61888.023255813954
36695|21810|1495936|68589.45437872536
36701|8330|353111|42390.276110444174
36703|4120|136061|33024.5145631068
36720|300|7890|26300.0
36722|130|4647|35746.15384615385
36726|1810|77607|42876.7955801105
36728|230|9746|42373.91304347826
36732|3300|172902|52394.545454545456
36736|480|18925|39427.08333333333
36738|350|13041|37260.0
36740|450|16124|35831.11111111111
36742|920|50390|54771.739130434784
36744|2530|97070|38367.58893280632
36748|1220|57642|47247.54098360656
36749|360|14603|40563.88888888889
36750|1170|58109|49665.81196581197
36751|310|8962|28909.67741935484
36752|710|39500|55633.80281690141
36756|1950|76184|39068.717948717946
36758|480|22622|47129.166666666664
36759|580|20550|35431.03448275862
36761|380|14099|37102.63157894737
36765|460|15289|33236.95652173913
36767|710|21631|30466.197183098593
36768|300|10323|34410.0
36769|1060|38638|36450.943396226416
36773|130|3793|29176.92307692308
36775|290|13169|45410.34482758621
36776|600|18444|30740.0
36782|860|39657|46112.79069767441
36783|320|15457|48303.125
36784|3060|152414|49808.49673202614
36785|460|18743|40745.65217391304
36786|1130|30776|27235.398230088496
36790|100|6583|65830.0
36792|480|24028|50058.33333333333
36793|210|9944|47352.380952380954
36801|9790|559225|57122.0633299285
36804|8240|417346|50648.786407766995
36830|16600|1485585|89493.07228915663
36832|8490|429698|50612.24970553593
36850|1040|36607|35199.03846153846
36852|990|38624|39014.141414141406
36853|3580|261990|73181.56424581005
36854|6650|289345|43510.52631578947
36855|490|23233|47414.28571428571
36856|2960|139343|47075.33783783784
36858|210|8098|38561.90476190476
36860|580|18147|31287.93103448276
36861|1290|87661|67954.26356589147
36862|2290|91650|40021.83406113537
36863|4620|186669|40404.545454545456
36866|1590|68008|42772.32704402516
36867|8660|409178|47249.19168591224
36869|7970|283141|35525.8469259724
36870|7560|358477|47417.59259259259
36871|430|20130|46813.953488372084
36874|3660|219136|59873.22404371585
36875|1880|90350|48058.51063829787
36877|5060|280151|55365.81027667984
36879|1060|87563|82606.6037735849
36904|1450|76467|52735.86206896552
36907|630|23291|36969.84126984127
36908|870|50057|57536.7816091954
36912|660|24492|37109.090909090904
36915|220|10285|46750.0
36916|200|9844|49220.0
36919|740|33139|44782.43243243243
36921|380|21048|55389.47368421053
36922|220|7946|36118.181818181816
36925|1130|33646|29775.22123893805
99999|28330|2693650|95081.18602188493
0|1217440|76547600|62875.87067945854
71601|5060|158344|31293.280632411068
71602|6560|341166|52007.012195121955
71603|12120|566657|46753.877887788774
71631|220|7959|36177.27272727273
71635|4480|213844|47733.03571428571
71638|1020|37228|36498.03921568628
71639|2350|102895|43785.10638297872
71640|940|31313|33311.70212765957
71642|210|11664|55542.85714285714
71643|410|14630|35682.92682926829
71644|290|12543|43251.72413793104
71646|2390|117723|49256.48535564854
71647|580|25113|43298.27586206897
71652|380|15931|41923.68421052632
71653|1830|106124|57991.25683060109
71654|1680|80531|47935.119047619046
71655|5210|274750|52735.124760076775
71658|200|7195|35975.0
71660|340|16104|47364.705882352944
71663|250|19232|76928.0
71665|2160|119998|55554.629629629635
71667|2790|136842|49047.31182795698
71670|490|22069|45038.77551020408
71671|3170|141474|44629.02208201893
71674|240|10282|42841.666666666664
71675|690|33466|48501.44927536232
71676|190|7269|38257.89473684211
71701|7170|342664|47791.35285913529
71720|870|38712|44496.55172413793
71725|180|6560|36444.444444444445
71726|410|16041|39124.39024390244
71730|12740|808776|63483.20251177394
71740|600|30642|51070.0
71742|1890|80018|42337.56613756614
71743|1470|61938|42134.69387755102
71744|1170|60393|51617.94871794872
71747|310|12275|39596.774193548394
71749|1020|53595|52544.11764705882
71751|320|17592|54975.0
71752|300|11993|39976.666666666664
71753|5560|295947|53227.87769784173
71758|160|9476|59225.0
71762|1020|65164|63886.27450980392
71763|550|28924|52589.090909090904
71764|640|28316|44243.75
71765|820|36532|44551.21951219512
71766|250|12259|49036.0
71770|1190|53436|44904.20168067226
71801|5690|226669|39836.37961335677
71822|3210|151626|47235.51401869159
71825|250|9763|39052.0
71826|350|14189|40540.0
71827|310|12121|39100.0
71832|3910|163578|41835.80562659847
71833|760|37869|49827.63157894737
71834|440|20455|46488.63636363637
71835|470|20317|43227.65957446809
71836|1060|47773|45068.867924528306
71837|1910|88456|46312.041884816754
71838|360|12865|35736.11111111111
71841|300|12089|40296.666666666664
71842|780|35659|45716.666666666664
71845|740|27894|37694.5945945946
71846|950|43711|46011.57894736841
71847|220|10203|46377.27272727273
71851|830|28706|34585.5421686747
71852|4000|183536|45884.0
71853|170|6960|40941.17647058824
71854|14600|735986|50410.0
71855|230|8160|35478.260869565216
71857|2180|88362|40533.02752293578
71858|540|20953|38801.85185185185
71859|130|5337|41053.84615384616
71860|830|37615|45319.27710843374
71861|760|42965|56532.89473684211
71862|300|12052|40173.33333333333
71866|210|10618|50561.90476190476
71901|11510|640378|55636.66377063423
71909|8700|603646|69384.59770114943
71913|19590|1097943|56046.09494640122
71921|1140|52528|46077.192982456145
71923|5650|294573|52136.81415929204
71929|1910|96922|50744.502617801045
71933|520|24645|47394.230769230766
71935|240|8533|35554.16666666667
71937|630|25293|40147.619047619046
71940|550|23456|42647.27272727273
71941|730|33889|46423.28767123288
71943|1690|73640|43573.96449704142
71944|250|10471|41884.0
71945|460|16492|35852.17391304348
71949|710|30372|42777.4647887324
71950|330|13730|41606.06060606061
71953|5380|252116|46861.71003717472
71956|700|26320|37600.0
71957|1250|58169|46535.2
71958|960|45707|47611.45833333333
71959|250|11001|44004.0
71960|410|16229|39582.92682926829
71961|330|16004|48496.969696969696
71962|290|12632|43558.62068965517
71964|1670|82056|49135.32934131737
71965|130|5665|43576.92307692308
71968|1910|104097|54501.04712041885
71969|110|4049|36809.090909090904
71970|220|8527|38759.090909090904
71971|170|7323|43076.470588235294
71972|130|6442|49553.84615384616
71973|460|17206|37404.34782608696
72001|160|6558|40987.5
72002|7540|470920|62456.23342175066
72003|310|18464|59561.29032258065
72004|430|15713|36541.86046511628
72006|870|35400|40689.65517241379
72007|3840|241170|62804.6875
72010|2310|109779|47523.37662337662
72011|1990|106500|53517.58793969849
72012|5240|274839|52450.19083969465
72013|720|34251|47570.83333333333
72015|11300|587687|52007.69911504425
72016|1210|69070|57082.644628099166
72017|230|9908|43078.260869565216
72019|11950|910929|76228.36820083682
72020|1320|57827|43808.33333333333
72021|1440|61197|42497.916666666664
72022|7630|459957|60282.6998689384
72023|15440|972732|63000.77720207254
72024|1420|76273|53713.380281690144
72025|310|14945|48209.67741935484
72026|140|5697|40692.85714285714
72027|510|24707|48445.098039215685
72029|680|26860|39500.0
72030|230|9349|40647.82608695652
72031|2690|123442|45889.21933085502
72032|13560|694445|51212.7581120944
72034|19990|1364666|68267.43371685842
72036|230|7179|31213.04347826087
72039|880|40755|46312.5
72040|990|47469|47948.48484848485
72041|500|22912|45824.0
72042|1920|98928|51525.0
72044|340|18615|54750.0
72045|460|29036|63121.739130434784
72046|1570|76419|48674.522292993635
72047|430|22870|53186.046511627916
72051|210|8426|40123.80952380952
72055|340|17873|52567.64705882353
72057|400|21494|53735.0
72058|7190|458937|63829.902642559115
72060|240|9480|39500.0
72061|180|8698|48322.222222222226
72063|600|33612|56020.0
72064|980|50204|51228.571428571435
72065|2240|131571|58737.053571428565
72067|1020|54944|53866.666666666664
72068|200|7186|35930.0
72069|480|19820|41291.666666666664
72070|630|30398|48250.79365079365
72072|180|7507|41705.55555555556
72073|470|19710|41936.17021276596
72076|15610|670079|42926.26521460601
72079|310|15087|48667.74193548387
72080|220|10317|46895.45454545455
72081|2830|125040|44183.74558303887
72082|600|18215|30358.333333333332
72084|400|18306|45765.0
72086|4290|222846|51945.45454545455
72087|670|37312|55689.55223880597
72088|880|46183|52480.681818181816
72101|1230|58115|47247.9674796748
72102|1040|48080|46230.769230769234
72103|5510|245083|44479.67332123412
72104|8530|395150|46324.73622508793
72106|2270|121496|53522.466960352416
72110|4450|235299|52876.17977528089
72111|530|29284|55252.83018867925
72112|3390|151084|44567.55162241888
72113|11770|885931|75270.26338147833
72114|3900|123227|31596.666666666668
72116|10240|764354|74643.9453125
72117|5720|207040|36195.8041958042
72118|9420|397333|42179.72399150743
72120|15830|1015752|64166.26658243841
72121|980|47531|48501.02040816327
72122|510|42943|84201.96078431373
72125|340|13275|39044.11764705882
72126|1380|70140|50826.086956521736
72127|900|45804|50893.33333333333
72128|340|16251|47797.058823529405
72129|550|29986|54520.0
72130|160|7046|44037.5
72131|1810|94106|51992.26519337017
72132|1480|81171|54845.27027027027
72134|170|8702|51188.23529411765
72135|1250|142160|113728.0
72136|670|34201|51046.26865671641
72137|930|42736|45952.68817204301
72140|110|5124|46581.81818181818
72141|160|5798|36237.5
72142|1090|74748|68576.14678899082
72143|12760|750274|58798.90282131661
72150|5060|294918|58284.18972332016
72152|170|6292|37011.76470588235
72153|870|40950|47068.96551724138
72156|230|12512|54400.0
72157|590|27961|47391.52542372882
72160|4220|247061|58545.26066350711
72167|690|31790|46072.46376811594
72168|100|3940|39400.0
72173|3960|238514|60230.80808080808
72175|130|4510|34692.30769230769
72176|3650|181659|49769.58904109589
72179|190|8499|44731.57894736841
72181|120|6721|56008.33333333333
72201|570|86401|151580.70175438595
72202|4400|313328|71210.90909090909
72204|11910|410332|34452.728799328295
72205|10480|686002|65458.20610687023
72206|9020|378576|41970.73170731707
72207|5330|938622|176101.6885553471
72209|11950|350103|29297.322175732217
